ft_employment,min_wage_change,state,period,unit,wave1_st_wage,current_st_wage,co_owned,franchise_name,still_open,region
15.5,1,NJ,wave 2,292,4.25,5.05,1,KFC,1,Southern NJ
12,1,NJ,wave 2,293,4.25,5.05,0,KFC,1,Southern NJ
11.5,1,NJ,wave 2,294,4.6,5.05,0,KFC,1,Southern NJ
12.5,1,NJ,wave 2,295,4.25,5.05,1,Roy's,1,Southern NJ
16,1,NJ,wave 2,296,4.75,5.05,1,Roy's,1,Southern NJ
28.5,1,NJ,wave 2,297,4.75,5.05,1,Roy's,1,Southern NJ
15,1,NJ,wave 2,298,4.25,5.3,0,Wendy's,1,Southern NJ
23.5,1,NJ,wave 2,299,4.5,5.05,0,Wendy's,1,Southern NJ
30.5,1,NJ,wave 2,300,4.5,5.5,0,Burger King,1,Undefined NJ
26.5,1,NJ,wave 2,301,4.25,5.05,0,Burger King,1,Undefined NJ
27,1,NJ,wave 2,302,4.75,5.05,0,Burger King,1,Undefined NJ
21.5,1,NJ,wave 2,303,4.65,5.05,0,Burger King,1,Undefined NJ
NA,1,NJ,wave 2,304,4.25,5.05,0,Burger King,1,Undefined NJ
21.5,1,NJ,wave 2,305,4.25,5.05,0,Burger King,1,Undefined NJ
37.5,1,NJ,wave 2,306,4.75,5.05,1,KFC,1,Undefined NJ
11.5,1,NJ,wave 2,307,4.25,5.05,0,KFC,1,Undefined NJ
21,1,NJ,wave 2,308,4.5,5.05,1,Roy's,1,Undefined NJ
28,1,NJ,wave 2,309,4.25,5.05,1,Roy's,1,Undefined NJ
24,1,NJ,wave 2,310,4.5,5.05,0,Wendy's,1,Undefined NJ
23,1,NJ,wave 2,311,4.75,5.05,0,Wendy's,1,Undefined NJ
19,1,NJ,wave 2,312,4.37,5.05,0,Burger King,1,Southern NJ
7,1,NJ,wave 2,313,4.5,5.05,1,KFC,1,Southern NJ
14,1,NJ,wave 2,314,4.87,5.05,1,Roy's,1,Southern NJ
NA,1,NJ,wave 2,315,4.25,5.056666666666667,0,Burger King,1,Southern NJ
32,1,NJ,wave 2,316,4.25,5.05,0,Burger King,1,Southern NJ
22,1,NJ,wave 2,317,4.25,5.05,1,Burger King,1,Southern NJ
14.25,1,NJ,wave 2,318,4.25,5.05,0,Burger King,1,Southern NJ
16.5,1,NJ,wave 2,319,4.25,5.05,0,Burger King,1,Southern NJ
0,1,NJ,wave 2,320,4.25,5.056666666666667,0,Burger King,0,Southern NJ
47.5,1,NJ,wave 2,321,4.25,5.05,0,Burger King,1,Southern NJ
15.5,1,NJ,wave 2,322,4.45,5.05,1,KFC,1,Southern NJ
10.5,1,NJ,wave 2,323,4.62,5.05,1,KFC,1,Southern NJ
7,1,NJ,wave 2,324,4.25,5.05,1,KFC,1,Southern NJ
11,1,NJ,wave 2,325,4.25,5.05,1,KFC,1,Southern NJ
8.5,1,NJ,wave 2,326,4.25,5.05,1,KFC,1,Southern NJ
0,1,NJ,wave 2,327,4.25,5.05,1,Roy's,0,Southern NJ
15,1,NJ,wave 2,328,4.5,5.05,1,Roy's,1,Southern NJ
13.5,1,NJ,wave 2,329,4.75,5.05,1,Roy's,1,Southern NJ
12.5,1,NJ,wave 2,330,4.75,5.05,1,Roy's,1,Southern NJ
12.5,1,NJ,wave 2,331,4.5,5.05,1,Roy's,1,Southern NJ
12.5,1,NJ,wave 2,332,4.75,5.05,1,Roy's,1,Southern NJ
10,1,NJ,wave 2,333,4.25,5.05,1,Roy's,1,Southern NJ
13.5,1,NJ,wave 2,334,4.75,5.05,0,Wendy's,1,Southern NJ
16,1,NJ,wave 2,335,4.55,5.1,0,Wendy's,1,Southern NJ
23.5,1,NJ,wave 2,336,4.8,5.05,0,Wendy's,1,Southern NJ
NA,1,NJ,wave 2,337,4.75,5.05,0,Burger King,1,Undefined NJ
34,1,NJ,wave 2,338,4.25,5.05,1,Burger King,1,Undefined NJ
32.5,1,NJ,wave 2,339,4.35,5.05,1,Roy's,1,Undefined NJ
21.5,1,NJ,wave 2,340,4.5,5.05,0,Roy's,1,Undefined NJ
20,1,NJ,wave 2,341,4.39,5.05,1,Roy's,1,Undefined NJ
43.5,1,NJ,wave 2,342,4.25,5.2,1,Roy's,1,Undefined NJ
17.5,1,NJ,wave 2,343,4.25,5.05,0,Wendy's,1,Undefined NJ
7,1,NJ,wave 2,344,4.25,5.05,0,Burger King,1,Southern NJ
NA,1,NJ,wave 2,345,4.5,5.05,0,Burger King,1,Southern NJ
22,1,NJ,wave 2,346,4.62,5.25,0,Burger King,1,Southern NJ
22,1,NJ,wave 2,347,4.62,5.05,1,Burger King,1,Southern NJ
7,1,NJ,wave 2,348,4.25,5.05,0,Burger King,1,Southern NJ
14,1,NJ,wave 2,349,4.75,5.05,0,KFC,1,Southern NJ
27,1,NJ,wave 2,350,4.62,5.05,0,KFC,1,Southern NJ
18.5,1,NJ,wave 2,351,4.75,5.05,1,Roy's,1,Southern NJ
11.5,1,NJ,wave 2,352,4.5,5.05,1,Roy's,1,Southern NJ
16,1,NJ,wave 2,353,4.25,5.05,0,Burger King,1,Central NJ
25,1,NJ,wave 2,354,4.5,5.05,0,Burger King,1,Southern NJ
30.5,1,NJ,wave 2,355,4.87,5.05,1,Burger King,1,Southern NJ
11.5,1,NJ,wave 2,356,4.25,5.05,1,Burger King,1,Southern NJ
25.5,1,NJ,wave 2,357,4.25,5.05,0,Burger King,1,Southern NJ
9.5,1,NJ,wave 2,358,4.62,5.05,1,KFC,1,Southern NJ
11.5,1,NJ,wave 2,359,4.75,5.05,1,KFC,1,Southern NJ
12,1,NJ,wave 2,360,4.25,5.0629629629629624,1,KFC,1,Southern NJ
0,1,NJ,wave 2,361,4.25,5.084375,1,Roy's,0,Central NJ
17,1,NJ,wave 2,362,4.75,5.05,1,Roy's,1,Southern NJ
24,1,NJ,wave 2,363,4.25,5.05,1,Roy's,1,Southern NJ
NA,1,NJ,wave 2,364,4.75,5.06219512195122,1,Roy's,1,Undefined NJ
NA,1,NJ,wave 2,365,4.37,5.05,1,Roy's,1,Southern NJ
13.5,1,NJ,wave 2,366,4.87,5.202857142857143,0,Wendy's,1,Central NJ
17,1,NJ,wave 2,367,4.25,5.05,1,Burger King,1,Southern NJ
28,1,NJ,wave 2,368,4.25,5.05,0,Burger King,1,Southern NJ
21.5,1,NJ,wave 2,369,4.25,5.05,0,Burger King,1,Southern NJ
30,1,NJ,wave 2,370,4.25,5.05,0,KFC,1,Southern NJ
19.5,1,NJ,wave 2,371,4.25,5.2,0,KFC,1,Southern NJ
20,1,NJ,wave 2,372,4.25,5.05,0,KFC,1,Southern NJ
14.5,1,NJ,wave 2,373,4.5,5.05,0,Roy's,1,Southern NJ
14.5,1,NJ,wave 2,374,4.25,5.05,0,Wendy's,1,Southern NJ
0,1,NJ,wave 2,375,4.35,5.080759493670886,1,Burger King,0,Undefined NJ
31.5,1,NJ,wave 2,376,4.85,5.05,0,Burger King,1,Undefined NJ
11.5,1,NJ,wave 2,377,4.5,5.05,0,Burger King,1,Undefined NJ
20,1,NJ,wave 2,378,4.25,5.05,0,Burger King,1,Undefined NJ
34,1,NJ,wave 2,379,4.62,5.05,0,Burger King,1,Undefined NJ
25,1,NJ,wave 2,380,4.5,5.05,0,Burger King,1,Undefined NJ
10,1,NJ,wave 2,381,4.5,5.05,0,Burger King,1,Undefined NJ
18,1,NJ,wave 2,382,4.65,5.05,0,Burger King,1,Undefined NJ
25,1,NJ,wave 2,383,4.25,5.05,0,Burger King,1,Undefined NJ
23,1,NJ,wave 2,384,4.25,5.05,0,Burger King,1,Undefined NJ
17.5,1,NJ,wave 2,385,4.25,5.05,0,KFC,1,Undefined NJ
23,1,NJ,wave 2,386,4.62,5.25,1,KFC,1,Undefined NJ
26,1,NJ,wave 2,387,4.87,5.4,1,Roy's,1,Undefined NJ
16.5,1,NJ,wave 2,388,4.25,5.05,1,Roy's,1,Undefined NJ
35.5,1,NJ,wave 2,389,4.75,5.05,1,Roy's,1,Undefined NJ
31,1,NJ,wave 2,390,4.87,5.05,1,Roy's,1,Undefined NJ
23,1,NJ,wave 2,391,4.5,5.05,1,Roy's,1,Undefined NJ
22.5,1,NJ,wave 2,392,4.25,5.05,0,Roy's,1,Undefined NJ
21.5,1,NJ,wave 2,393,4.75,5.05,1,Roy's,1,Undefined NJ
12,1,NJ,wave 2,394,4.32,5.05,1,Roy's,1,Undefined NJ
20.5,1,NJ,wave 2,395,4.25,5.05,0,Burger King,1,Undefined NJ
25,1,NJ,wave 2,396,4.5,5.05,0,Burger King,1,Undefined NJ
8.5,1,NJ,wave 2,397,4.5,5.05,0,KFC,1,Central NJ
13,1,NJ,wave 2,398,4.25,5.05,0,Burger King,1,Undefined NJ
21.5,1,NJ,wave 2,399,4.25,5.05,0,Burger King,1,Undefined NJ
23,1,NJ,wave 2,400,4.25,5.05,0,Burger King,1,Undefined NJ
25.5,1,NJ,wave 2,401,4.25,5.05,1,Burger King,1,Undefined NJ
21.5,1,NJ,wave 2,402,4.25,5.05,0,Burger King,1,Undefined NJ
9.5,1,NJ,wave 2,403,4.25,5.05,1,KFC,1,Undefined NJ
36.5,1,NJ,wave 2,404,4.62,5.05,1,KFC,1,Undefined NJ
16,1,NJ,wave 2,405,4.75,5.05,0,KFC,1,Undefined NJ
23.75,1,NJ,wave 2,406,4.95,5.25,1,KFC,1,Undefined NJ
17.5,1,NJ,wave 2,407,4.75,5.25,1,KFC,1,Undefined NJ
20.5,1,NJ,wave 2,408,4.25,5.05,1,Roy's,1,Undefined NJ
20.5,1,NJ,wave 2,409,4.75,5.05,0,Wendy's,1,Undefined NJ
25,1,NJ,wave 2,410,4.62,5.14,0,Wendy's,1,Undefined NJ
