country,year,leader,aid,physint,imports,exports,defensive_alliance,democracy,gdp,pop,mindist,fpsim
Uganda,1986,Reagan,35900587,0.155,139,5,0,Autocracy,13154108760.016079,14533981.248845298,10354.8419526573,-0.041
Uganda,1987,Reagan,32473706,0.307,86,20,0,Autocracy,13814712715.616556,14976606.874267997,10354.8419526573,-0.054
Uganda,1988,Reagan,58044028,0.307,62,17,0,Autocracy,14668966841.466532,15417287.458156789,10354.8419526573,-0.039
Uganda,1989,G.H.W. Bush,47858987,0.307,44,25,0,Autocracy,15282893989.958735,15950488.281711526,10354.8419526573,-0.038
Uganda,1990,G.H.W. Bush,113837204,0.365,16,29,0,Autocracy,15779855576.35478,16551710.368892843,10354.8419526573,-0.017
Uganda,1991,G.H.W. Bush,109771142,0.406,20,15,0,Autocracy,16341929436.884651,17141277.472368512,10354.8419526573,-0.053
Uganda,1992,G.H.W. Bush,94007732,0.406,14,17,0,Autocracy,17196986466.852448,17680979.230844714,10354.8419526573,-0.111
Uganda,1993,Clinton,90085680,0.406,11,23,0,Anocracy,18407057724.49779,18255920.566783395,10354.8419526573,-0.124
Uganda,1994,Clinton,71296592,0.406,36,31,0,Anocracy,20962479790.15279,18830717.424740948,10354.8419526573,-0.102
Uganda,1995,Clinton,104822048,0.406,14,24,0,Anocracy,22392680969.89345,19384803.64863973,10354.8419526573,-0.115
Uganda,1996,Clinton,78492549,0.406,17,19,0,Anocracy,24112591261.686916,19995143.959258433,10354.8419526573,-0.135
Uganda,1997,Clinton,122899980,0.406,39,39,0,Anocracy,25172047761.118786,20480832.36229758,10354.8419526573,-0.163
Uganda,1998,Clinton,156471640,0.406,16,33,0,Anocracy,27241298882.443058,21146817.93729183,10354.8419526573,-0.044
Uganda,1999,Clinton,129677346,0.406,22,28,0,Anocracy,28954747003.197582,21725559.879675,10354.8419526573,-0.003
Uganda,2000,Clinton,128111273,0.406,31,31,0,Anocracy,30046138885.352753,22499417.996097803,10354.8419526573,-0.068
Uganda,2001,G.W. Bush,148404646,0.406,21,28,0,Anocracy,32096088305.013832,23324153.208297923,10354.8419526573,-0.092
Uganda,2002,G.W. Bush,152440433,0.406,17,36,0,Anocracy,34388911182.01456,24300318.13013055,10354.8419526573,-0.123
Uganda,2003,G.W. Bush,319927393,0.406,38,78,0,Anocracy,36956227178.28775,25191066.861189265,10354.8419526573,-0.058
Uganda,2004,G.W. Bush,313655566,0.406,29,103,0,Anocracy,39163068125.70761,25958249.062238604,10354.8419526573,-0.063
Uganda,2005,G.W. Bush,447379071,0.406,29,78,0,Anocracy,41793221572.92186,27071714.62504586,10354.8419526573,-0.099
Uganda,2006,G.W. Bush,397911013,0.403,24,90,0,Anocracy,45592086648.63074,28064051.240587573,10354.8419526573,0.011
Uganda,2007,G.W. Bush,414795907,0.403,28,101,0,Anocracy,49736255946.41928,28832102.659684464,10354.8419526573,-0.012
Uganda,2008,G.W. Bush,557609551,0.394,54,117,0,Anocracy,54148710682.54644,30008763.090820577,10354.8419526573,-0.044
Uganda,2009,Obama,529744863,0.389,33,131,0,Anocracy,59485593849.160835,30891758.77546824,10354.8419526573,-0.055
Uganda,2010,Obama,575476999,0.329,60,104,0,Anocracy,64182729464.765305,31992114.22735863,10354.8419526573,-0.2
Uganda,2011,Obama,392023604,0.319,48,103,0,Anocracy,67743882674.34483,33065466.911156,10354.8419526573,-0.119
Uganda,2012,Obama,596659156,0.302,37,110,0,Anocracy,70861988615.75226,34174831.15629087,10354.8419526573,-0.035
Uganda,2013,Obama,735868918,0.312,50,138,0,Anocracy,74049527735.76666,34830360.75909003,10354.8419526573,-0.112
Uganda,2014,Obama,710270761,0.339,46,85,0,Anocracy,76000062530.3372,35321415.17006491,10354.8419526573,-0.114
Uganda,2015,Obama,741095480,0.339,NA,NA,0,Anocracy,76152214756.90723,35356754.25183098,10354.8419526573,-0.128
Uganda,2016,Obama,924753510,0.286,NA,NA,0,Anocracy,NA,NA,10354.8419526573,NA
Uganda,2017,Trump,930451815,0.264,NA,NA,0,Anocracy,NA,NA,10354.8419526573,NA
Uganda,2018,Trump,875193761,0.213,NA,NA,0,NA,NA,NA,10354.8419526573,NA
Uganda,2019,Trump,1076307199,0.226,NA,NA,NA,NA,NA,NA,10354.8419526573,NA
Uganda,2020,Trump,924275064,0.27,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2021,Biden,637993671,0.28,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2022,Biden,826403338,0.321,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2023,Biden,644877325,0.35,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1963,Johnson,42671161,0.206,9,14,0,Anocracy,14610408169.522795,8701447.942941494,NA,-0.161
Kenya,1964,Johnson,28616040,0.207,26,14,0,Anocracy,15701153218.331259,8984397.322588306,10541.9027032852,NA
Kenya,1965,Johnson,68844815,0.178,14,24,0,Anocracy,16572325458.026299,9258012.955900967,10541.9027032852,-0.151
Kenya,1966,Johnson,147063561,0.185,24,32,0,Anocracy,17880918935.96435,9539961.425808564,10541.9027032852,-0.17
Kenya,1967,Johnson,32345738,0.185,15,22,0,Anocracy,18741384679.353428,9781466.699101295,10541.9027032852,-0.112
Kenya,1968,Johnson,33964942,0.185,21,22,0,Anocracy,19564841668.749725,10170480.360532481,10541.9027032852,-0.211
Kenya,1969,Nixon,25336509,0.157,16,24,0,Autocracy,20404065353.97199,10459278.11126445,10541.9027032852,-0.134
Kenya,1970,Nixon,53663921,0.201,24,33,0,Autocracy,20774663911.252007,10853519.89906441,10541.9027032852,-0.238
Kenya,1971,Nixon,30517500,0.201,27,46,0,Autocracy,22059297383.164314,11285169.634756831,10541.9027032852,0.066
Kenya,1972,Nixon,24649289,0.201,29,33,0,Autocracy,23848806235.280598,11652135.198224198,10541.9027032852,-0.064
Kenya,1973,Nixon,77334271,0.201,28,48,0,Autocracy,25071560678.22281,12091339.373059874,10541.9027032852,0.024
Kenya,1974,Ford,69181356,0.217,44,58,0,Autocracy,26462646247.860912,12559651.854130808,10541.9027032852,-0.003
Kenya,1975,Ford,110208268,0.166,40,68,0,Autocracy,27241298882.443058,12916291.764623655,10541.9027032852,-0.022
Kenya,1976,Ford,167071102,0.19,66,56,0,Autocracy,28239851752.491302,13456865.770812899,10541.9027032852,-0.042
Kenya,1977,Carter,195288237,0.19,98,78,0,Autocracy,30745208563.96999,14020063.937364316,10541.9027032852,-0.038
Kenya,1978,Carter,226681281,0.19,56,105,0,Autocracy,32679048799.10256,14563078.298693804,10541.9027032852,-0.063
Kenya,1979,Carter,110467341,0.201,56,93,0,Autocracy,34285899043.934723,15066736.634404901,10541.9027032852,0.023
Kenya,1980,Carter,236616823,0.166,59,164,0,Autocracy,35400790947.986626,15807577.948319826,10541.9027032852,-0.092
Kenya,1981,Reagan,159277764,0.166,57,141,0,Autocracy,36808697525.586235,16387018.098986713,10541.9027032852,0.018
Kenya,1982,Reagan,221035718,0.086,77,97,0,Autocracy,37891778523.43436,17072849.310041197,10541.9027032852,-0.011
Kenya,1983,Reagan,239011874,0.093,70,87,0,Autocracy,39280733740.25736,17805180.281985767,10541.9027032852,-0.012
Kenya,1984,Reagan,206979175,0.093,69,68,0,Autocracy,41047673645.64011,18457844.237145487,10541.9027032852,-0.007
Kenya,1985,Reagan,237305908,0.093,100,65,0,Autocracy,43066014658.34131,19153576.14460365,10541.9027032852,-0.003
Kenya,1986,Reagan,141624744,0.093,149,73,0,Autocracy,45410082552.89984,19875532.289347403,10541.9027032852,0.004
Kenya,1987,Reagan,130742243,0.093,85,123,0,Autocracy,47977596532.90572,20707365.164493766,10541.9027032852,-0.023
Kenya,1988,Reagan,140716176,0.041,69,100,0,Autocracy,50538436371.856186,21423521.245083287,10541.9027032852,-0.014
Kenya,1989,G.H.W. Bush,147465876,0.041,73,107,0,Autocracy,51921562330.45617,22186620.8332957,10541.9027032852,0.014
Kenya,1990,G.H.W. Bush,87014691,0.081,63,173,0,Autocracy,53556338883.0062,22839453.154088914,10541.9027032852,0.011
Kenya,1991,G.H.W. Bush,80738331,0.112,74,79,0,Anocracy,54692914272.29839,23652987.8245802,10541.9027032852,-0.041
Kenya,1992,G.H.W. Bush,74178057,0.1,78,151,0,Anocracy,54912124056.67658,24471017.106438328,10541.9027032852,-0.045
Kenya,1993,Clinton,152927209,0.14,100,101,0,Anocracy,57382200708.67229,25469698.25982723,10541.9027032852,-0.023
Kenya,1994,Clinton,94093777,0.14,116,156,0,Anocracy,60324249051.47502,26166747.938247707,10541.9027032852,-0.069
Kenya,1995,Clinton,46863512,0.14,108,125,0,Anocracy,62598052228.01839,26990621.18215513,10541.9027032852,-0.056
Kenya,1996,Clinton,31748592,0.14,113,147,0,Anocracy,62723373612.08463,27729295.179132435,10541.9027032852,-0.033
Kenya,1997,Clinton,54293814,0.142,120,240,0,Anocracy,63926511324.810165,28374459.922034178,10541.9027032852,-0.114
Kenya,1998,Clinton,122964080,0.159,105,262,0,Anocracy,65544818663.7039,28602366.010265514,10541.9027032852,-0.067
Kenya,1999,Clinton,138197353,0.159,110,207,0,Anocracy,66468899598.26525,28976624.175686497,10541.9027032852,-0.116
Kenya,2000,Clinton,157203107,0.264,112,132,0,Anocracy,67473448372.82937,29710170.909085143,10541.9027032852,-0.061
Kenya,2001,G.W. Bush,212687302,0.264,137,496,0,Anocracy,68561706394.89924,30492764.990138505,10541.9027032852,-0.028
Kenya,2002,G.W. Bush,182477879,0.333,202,186,0,Democracy,68905373378.35974,31547345.275375333,10541.9027032852,-0.074
Kenya,2003,G.W. Bush,165560883,0.461,266,190,0,Democracy,70156900048.16086,32410726.798583537,10541.9027032852,-0.089
Kenya,2004,G.W. Bush,255144231,0.461,374,182,0,Democracy,72801325543.61661,33164812.25539683,10541.9027032852,-0.043
Kenya,2005,G.W. Bush,341509884,0.454,368,696,0,Democracy,78001976261.42717,34106549.79809685,10541.9027032852,-0.071
Kenya,2006,G.W. Bush,500099284,0.454,375,340,0,Democracy,82329884881.60263,35075028.6228673,10541.9027032852,-0.012
Kenya,2007,G.W. Bush,595363614,0.383,342,646,0,Democracy,88034973622.53308,36034955.08814159,10541.9027032852,-0.028
Kenya,2008,G.W. Bush,642530999,0.447,360,452,0,Democracy,92363710967.02536,37058192.300964765,10541.9027032852,-0.068
Kenya,2009,Obama,1057322678,0.477,293,627,0,Democracy,100357033558.33865,38455027.51558942,10541.9027032852,-0.063
Kenya,2010,Obama,774457193,0.495,325,479,0,Democracy,108498262936.83377,39389112.35843573,10541.9027032852,-0.06
Kenya,2011,Obama,1203464956,0.495,397,493,0,Democracy,117652358656.75049,39944438.14164477,10541.9027032852,-0.131
Kenya,2012,Obama,1311561286,0.495,405,771,0,Democracy,128218285004.15163,40873806.99135871,10541.9027032852,-0.075
Kenya,2013,Obama,1175092842,0.532,465,657,0,Democracy,133584490201.00534,41491535.477509566,10541.9027032852,0.004
Kenya,2014,Obama,1106265875,0.541,566,1760,0,Democracy,141703119752.123,42118599.73418659,10541.9027032852,-0.042
Kenya,2015,Obama,1182407572,0.541,NA,NA,0,Democracy,141419996730.01535,42202921.22704061,10541.9027032852,-0.095
Kenya,2016,Obama,1408191045,0.527,NA,NA,0,Democracy,NA,NA,10541.9027032852,NA
Kenya,2017,Trump,1367821571,0.44,NA,NA,0,Democracy,NA,NA,10541.9027032852,NA
Kenya,2018,Trump,985353243,0.518,NA,NA,0,NA,NA,NA,10541.9027032852,NA
Kenya,2019,Trump,975373080,0.518,NA,NA,NA,NA,NA,NA,10541.9027032852,NA
Kenya,2020,Trump,989362401,0.519,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2021,Biden,740553702,0.623,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2022,Biden,1075126537,0.623,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2023,Biden,846303488,0.76,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,1961,Kennedy,17917102,0.801,13,5,0,Autocracy,11527484760.134775,10069282.390094347,NA,-0.023
Tanzania,1962,Kennedy,92535691,0.803,12,6,0,Autocracy,12625696766.364948,10386318.819922145,10681.6994708821,-0.391
Tanzania,1963,Johnson,92200187,0.803,12,3,0,Autocracy,13800904907.955404,10670569.544824503,10681.6994708821,-0.179
Tanzania,1964,Johnson,80576743,0.803,17,8,0,Autocracy,14801583422.493645,10984546.726499643,10681.6994708821,NA
Tanzania,1965,Johnson,49597878,0.828,11,8,0,Autocracy,15811446868.269012,11353084.192495039,10681.6994708821,-0.275
Tanzania,1966,Johnson,55058279,0.768,17,11,0,Autocracy,16957906123.68482,11687144.090901222,10681.6994708821,-0.261
Tanzania,1967,Johnson,47112269,0.827,11,14,0,Autocracy,18205689644.4261,12031033.566348411,10681.6994708821,-0.335
Tanzania,1968,Johnson,41437228,0.827,26,12,0,Autocracy,19024624437.000553,12372662.998761995,10681.6994708821,-0.371
Tanzania,1969,Nixon,23387547,0.827,21,12,0,Autocracy,20120398738.530735,12774991.133462682,10681.6994708821,-0.276
Tanzania,1970,Nixon,29613849,0.827,25,23,0,Autocracy,21109731929.8939,13190401.975417895,10681.6994708821,-0.452
Tanzania,1971,Nixon,33451875,0.827,21,15,0,Autocracy,22236479545.910065,13551394.295052286,10681.6994708821,-0.171
Tanzania,1972,Nixon,17366544,0.771,22,20,0,Autocracy,23801156288.64002,13936195.410924874,10681.6994708821,-0.204
Tanzania,1973,Nixon,47259833,0.828,29,14,0,Autocracy,24797284793.736645,14389365.71913279,10681.6994708821,-0.032
Tanzania,1974,Ford,44115646,0.828,29,55,0,Autocracy,25783484803.1942,14842422.149407178,10681.6994708821,-0.161
Tanzania,1975,Ford,181265090,0.828,32,101,0,Autocracy,27241298882.443058,15386483.6972693,10681.6994708821,-0.039
Tanzania,1976,Ford,132093842,0.828,52,40,0,Autocracy,29128997714.599155,15902708.52234026,10681.6994708821,-0.05
Tanzania,1977,Carter,97493609,0.828,83,33,0,Autocracy,29658067012.347797,16419824.931081211,10681.6994708821,-0.056
Tanzania,1978,Carter,93469470,0.828,86,40,0,Autocracy,29986106659.81825,16919883.046955585,10681.6994708821,-0.114
Tanzania,1979,Carter,82571513,0.828,49,23,0,Autocracy,30561289621.17106,17470075.433696948,10681.6994708821,-0.057
Tanzania,1980,Carter,79688180,0.828,34,76,0,Autocracy,29926194378.75047,18020129.561662503,10681.6994708821,-0.071
Tanzania,1981,Reagan,106716332,0.828,20,67,0,Autocracy,28925806728.743366,18587502.421011847,10681.6994708821,-0.031
Tanzania,1982,Reagan,52829765,0.828,32,40,0,Autocracy,29480651389.38913,19191921.629596002,10681.6994708821,-0.027
Tanzania,1983,Reagan,20360462,0.828,16,28,0,Autocracy,30046138885.352753,19697455.048347525,10681.6994708821,-0.04
Tanzania,1984,Reagan,16075328,0.828,13,31,0,Autocracy,31023164365.955536,20337967.1473795,10681.6994708821,-0.036
Tanzania,1985,Reagan,22680803,0.828,11,36,0,Autocracy,31116373603.002056,20999307.101989735,10681.6994708821,-0.064
Tanzania,1986,Reagan,7305366,0.818,13,40,0,Autocracy,28552204914.605614,21725559.879675,10681.6994708821,-0.055
Tanzania,1987,Reagan,150150015,0.811,14,34,0,Autocracy,26621899407.06651,22275545.046489716,10681.6994708821,-0.04
Tanzania,1988,Reagan,34758613,0.811,19,29,0,Autocracy,28637990142.852894,23045936.01157701,10681.6994708821,-0.063
Tanzania,1989,G.H.W. Bush,26431350,0.811,56,27,0,Autocracy,29070797938.34617,23724053.333017476,10681.6994708821,-0.036
Tanzania,1990,G.H.W. Bush,22205074,0.797,15,16,0,Autocracy,30076200052.316418,24373328.545386028,10681.6994708821,-0.013
Tanzania,1991,G.H.W. Bush,81291471,0.797,16,38,0,Autocracy,30348107601.384605,25140735.076029245,10681.6994708821,-0.045
Tanzania,1992,G.H.W. Bush,36447616,0.797,12,37,0,Anocracy,30868435688.171417,25932303.78797566,10681.6994708821,-0.107
Tanzania,1993,Clinton,48841324,0.797,13,36,0,Anocracy,30745208563.96999,26775557.613975104,10681.6994708821,-0.137
Tanzania,1994,Clinton,48561618,0.797,16,54,0,Anocracy,30408864553.287033,27701579.743980467,10681.6994708821,-0.154
Tanzania,1995,Clinton,59603067,0.797,24,73,0,Anocracy,31681539562.089294,28516687.494267587,10681.6994708821,-0.146
Tanzania,1996,Clinton,21924917,0.797,20,55,0,Anocracy,33106649818.083485,29238590.875142403,10681.6994708821,-0.142
Tanzania,1997,Clinton,21453288,0.797,28,66,0,Anocracy,35153850710.5204,30038786.86329569,10681.6994708821,-0.167
Tanzania,1998,Clinton,68404982,0.797,33,80,0,Anocracy,36882388587.13523,30768438.5452538,10681.6994708821,-0.103
Tanzania,1999,Clinton,117336822,0.797,36,99,0,Anocracy,39280733740.25736,31484313.637473065,10681.6994708821,-0.18
Tanzania,2000,Clinton,74736635,0.797,34,59,0,Anocracy,41543213019.170784,32378332.271747876,10681.6994708821,-0.089
Tanzania,2001,G.W. Bush,136869563,0.797,29,65,0,Anocracy,44377570063.996315,33297737.177028548,10681.6994708821,-0.096
Tanzania,2002,G.W. Bush,82433321,0.797,27,91,0,Anocracy,48411343836.77898,34072460.295890726,10681.6994708821,-0.046
Tanzania,2003,G.W. Bush,128768183,0.797,26,73,0,Anocracy,51921562330.45617,35004948.668935396,10681.6994708821,-0.06
Tanzania,2004,G.W. Bush,166233162,0.797,26,140,0,Anocracy,55242587199.05496,35927012.218139306,10681.6994708821,-0.054
Tanzania,2005,G.W. Bush,180936638,0.797,35,106,0,Anocracy,59963387225.22973,36910255.60240685,10681.6994708821,-0.054
Tanzania,2006,G.W. Bush,250513249,0.804,36,177,0,Anocracy,65544818663.7039,37996324.90548109,10681.6994708821,-0.031
Tanzania,2007,G.W. Bush,302562420,0.804,48,191,0,Anocracy,71574163441.25684,39036200.8312318,10681.6994708821,-0.035
Tanzania,2008,G.W. Bush,1405481141,0.804,58,186,0,Anocracy,77148656386.1569,40305560.69885305,10681.6994708821,-0.035
Tanzania,2009,Obama,423561089,0.804,51,174,0,Anocracy,84837203156.11862,41657833.99472279,10681.6994708821,-0.01
Tanzania,2010,Obama,574330164,0.807,44,180,0,Anocracy,93478752366.56224,42797917.379044436,10681.6994708821,-0.033
Tanzania,2011,Obama,459915783,0.813,60,284,0,Anocracy,104452681793.50584,44101308.00700441,10681.6994708821,-0.029
Tanzania,2012,Obama,582767080,0.813,118,263,0,Anocracy,111690780325.00621,45398971.11093335,10681.6994708821,-0.046
Tanzania,2013,Obama,569092860,0.813,72,462,0,Anocracy,118005845698.16763,46362430.42014028,10681.6994708821,-0.035
Tanzania,2014,Obama,735778567,0.813,86,335,0,Anocracy,125428285260.32408,46875232.39488004,10681.6994708821,-0.118
Tanzania,2015,Obama,742877534,0.804,NA,NA,0,Anocracy,126056997156.55023,47063108.82682166,10681.6994708821,-0.1
Tanzania,2016,Obama,781677837,0.772,NA,NA,0,Anocracy,NA,NA,10681.6994708821,NA
Tanzania,2017,Trump,765246612,0.756,NA,NA,0,Anocracy,NA,NA,10681.6994708821,NA
Tanzania,2018,Trump,700363089,0.756,NA,NA,0,NA,NA,NA,10681.6994708821,NA
Tanzania,2019,Trump,681305567,0.744,NA,NA,NA,NA,NA,NA,10681.6994708821,NA
Tanzania,2020,Trump,722879350,0.732,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,2021,Biden,556401288,0.76,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,2022,Biden,640788772,0.851,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,2023,Biden,631644832,0.904,NA,NA,NA,NA,NA,NA,NA,NA
Zanzibar,1963,Johnson,0,0.152,NA,NA,0,NA,1159204695.9626205,314581.9834977576,NA,0
Zanzibar,1964,Johnson,0,0.37,NA,NA,0,NA,1175547695.7699604,318698.2470256114,11705.4122854026,NA
Burundi,1962,Kennedy,22362792,0.241,0,0,0,Anocracy,1799905499.1534019,2810857.0645971075,NA,-0.329
Burundi,1963,Johnson,9151440,0.262,0,0,0,Anocracy,1894081762.505454,2876255.981652131,10695.0268190643,-0.431
Burundi,1964,Johnson,9789697,0.262,27,1,0,Anocracy,1951765139.8524158,2931427.3132259003,10695.0268190643,NA
Burundi,1965,Johnson,9630871,0.262,20,2,0,Anocracy,2033450620.4855075,2999631.482738863,10695.0268190643,-0.181
Burundi,1966,Johnson,738941,0.262,18,3,0,Autocracy,2144130616.1262696,3069422.527259085,10695.0268190643,-0.096
Burundi,1967,Johnson,1413368,0.262,22,2,0,Autocracy,2292709172.43954,3140837.367876683,10695.0268190643,-0.343
Burundi,1968,Johnson,686092,0.262,21,2,0,Autocracy,2329687557.409481,3220348.0443921066,10695.0268190643,-0.289
Burundi,1969,Nixon,662648,0.262,18,1,0,Autocracy,2407849831.224332,3272288.0248982394,10695.0268190643,-0.301
Burundi,1970,Nixon,9875395,0.262,22,1,0,Autocracy,2720278223.2967367,3311792.03118782,10695.0268190643,-0.291
Burundi,1971,Nixon,2940244,0.222,13,1,0,Autocracy,2836963139.742097,3328392.4578261496,10695.0268190643,-0.063
Burundi,1972,Nixon,3927080,0.222,18,2,0,Autocracy,2791932931.8100224,3371944.0316581936,10695.0268190643,-0.121
Burundi,1973,Nixon,1616501,0.222,16,1,0,Autocracy,2876959948.0777755,3409240.168691491,10695.0268190643,-0.005
Burundi,1974,Ford,1508956,0.286,8,2,0,Autocracy,2929214103.6890864,3478111.3885721005,10695.0268190643,-0.299
Burundi,1975,Ford,3634387,0.3,23,3,0,Autocracy,3000365645.437389,3527147.399167391,10695.0268190643,-0.024
Burundi,1976,Ford,5946346,0.3,23,3,0,Autocracy,3263284367.969071,3594803.901200025,10695.0268190643,-0.004
Burundi,1977,Carter,4499400,0.3,28,4,0,Autocracy,3595683732.9220085,3685806.795220585,10695.0268190643,-0.01
Burundi,1978,Carter,7912838,0.3,31,4,0,Autocracy,3610095271.715909,3764027.1773547134,10695.0268190643,-0.075
Burundi,1979,Carter,7983481,0.3,38,7,0,Autocracy,3810399971.6089964,3863175.223286049,10695.0268190643,-0.041
Burundi,1980,Carter,20200769,0.3,42,8,0,Autocracy,3867986792.591659,3992786.8352109445,10695.0268190643,-0.06
Burundi,1981,Reagan,17548282,0.3,30,7,0,Autocracy,4009771122.6898103,4097960.6275026803,10695.0268190643,-0.007
Burundi,1982,Reagan,19266567,0.3,44,11,0,Autocracy,4156752677.4268727,4193305.9905054104,10695.0268190643,-0.008
Burundi,1983,Reagan,19260104,0.3,3,6,0,Autocracy,4304814997.348873,4333993.667690661,10695.0268190643,-0.027
Burundi,1984,Reagan,19381442,0.3,2,10,0,Autocracy,4404973145.728144,4452605.551566227,10695.0268190643,0
Burundi,1985,Reagan,16727755,0.3,1,11,0,Autocracy,4710217866.207649,4583621.66427878,10695.0268190643,-0.013
Burundi,1986,Reagan,12633126,0.3,10,5,0,Autocracy,4897545508.844349,4709065.317929223,10695.0268190643,-0.046
Burundi,1987,Reagan,6970493,0.3,5,3,0,Autocracy,5112733348.438039,4842782.450617021,10695.0268190643,-0.01
Burundi,1988,Reagan,15006157,0.261,1,4,0,Autocracy,5310755814.402055,4970345.933616813,10695.0268190643,-0.019
Burundi,1989,G.H.W. Bush,6570856,0.261,5,2,0,Autocracy,5369496610.436832,5142243.393033645,10695.0268190643,-0.001
Burundi,1990,G.H.W. Bush,43320165,0.3,8,2,0,Autocracy,5611029212.539801,5298848.019044042,10695.0268190643,-0.034
Burundi,1991,G.H.W. Bush,32473455,0.231,9,4,0,Autocracy,5661756405.412498,5427558.721880707,10695.0268190643,-0.01
Burundi,1992,G.H.W. Bush,30554514,0.231,9,9,0,Anocracy,5718658003.276741,5509585.767550102,10695.0268190643,-0.052
Burundi,1993,Clinton,33925295,0.227,3,4,0,Anocracy,5544099244.952528,5609656.243763653,10695.0268190643,-0.077
Burundi,1994,Clinton,93077161,0.227,8,8,0,Anocracy,5305447713.080648,5705835.608196787,10695.0268190643,-0.113
Burundi,1995,Clinton,58338195,0.227,21,11,0,Anocracy,5001481472.530177,5832754.985689269,10695.0268190643,-0.107
Burundi,1996,Clinton,1990933,0.227,2,6,0,Anocracy,4696108387.409331,5903169.688761557,10695.0268190643,-0.124
Burundi,1997,Clinton,4663605,0.227,14,2,0,Anocracy,4686725556.592944,6064726.472482999,10695.0268190643,-0.157
Burundi,1998,Clinton,23963838,0.227,8,2,0,Anocracy,4814990937.232389,6156383.075538289,10695.0268190643,0.015
Burundi,1999,Clinton,5665336,0.227,7,3,0,Anocracy,4892650411.2922,6268201.315985821,10695.0268190643,0
Burundi,2000,Clinton,12359939,0.259,7,4,0,Anocracy,4868248215.562953,6420457.918553534,10695.0268190643,-0.093
Burundi,2001,G.W. Bush,55194978,0.225,3,4,0,Anocracy,4882874889.25017,6609377.2891516145,10695.0268190643,-0.103
Burundi,2002,G.W. Bush,35753990,0.158,1,2,0,Anocracy,5087233484.480442,6749641.835273893,10695.0268190643,-0.07
Burundi,2003,G.W. Bush,76164756,0.158,7,3,0,Anocracy,5195195016.180236,7032128.557757962,10695.0268190643,-0.035
Burundi,2004,G.W. Bush,75227492,0.187,3,2,0,Anocracy,5348061522.75056,7239046.088866976,10695.0268190643,-0.057
Burundi,2005,G.W. Bush,88261370,0.207,5,6,0,Democracy,5396411324.201125,7542015.40982683,10695.0268190643,-0.078
Burundi,2006,G.W. Bush,77129993,0.183,2,10,0,Democracy,5538557916.8334055,7763936.154786171,10695.0268190643,-0.008
Burundi,2007,G.W. Bush,47857493,0.17,1,3,0,Democracy,5690136077.49547,8040485.299758523,10695.0268190643,0.006
Burundi,2008,G.W. Bush,43203434,0.17,3,2,0,Democracy,6023895620.381631,8393767.297407202,10695.0268190643,-0.016
Burundi,2009,Obama,82984998,0.161,4,8,0,Democracy,6538672498.950022,8753813.570384687,10695.0268190643,-0.01
Burundi,2010,Obama,70187885,0.146,4,6,0,Democracy,7083259357.8744755,8957484.520009007,10695.0268190643,-0.072
Burundi,2011,Obama,92408197,0.163,10,32,0,Democracy,7627301881.654005,9323046.3980869,10695.0268190643,-0.127
Burundi,2012,Obama,75097303,0.163,5,31,0,Democracy,8270824179.794488,9549506.158805454,10695.0268190643,-0.145
Burundi,2013,Obama,69780255,0.137,4,18,0,Democracy,8773485510.441036,9850177.17208292,10695.0268190643,-0.036
Burundi,2014,Obama,48491814,0.078,4,6,0,Democracy,9049723122.578367,10029085.707494717,10695.0268190643,-0.025
Burundi,2015,Obama,61271847,0.039,NA,NA,0,Anocracy,8897178135.65744,9979065.433850225,10695.0268190643,-0.167
Burundi,2016,Obama,89006525,0.027,NA,NA,0,Anocracy,NA,NA,10695.0268190643,NA
Burundi,2017,Trump,83593188,0.033,NA,NA,0,Anocracy,NA,NA,10695.0268190643,NA
Burundi,2018,Trump,82974216,0.026,NA,NA,0,NA,NA,NA,10695.0268190643,NA
Burundi,2019,Trump,77866593,0.026,NA,NA,NA,NA,NA,NA,10695.0268190643,NA
Burundi,2020,Trump,90957887,0.026,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2021,Biden,80058715,0.068,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2022,Biden,119334539,0.128,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2023,Biden,56274712,0.087,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,1962,Kennedy,6169046,0.173,0,0,0,Anocracy,3189085386.6999636,2879133.6762412684,NA,0.073
Rwanda,1963,Johnson,7620,0.284,0,0,0,Anocracy,2964576422.499411,2940234.7997898106,10630.3378210416,0.331
Rwanda,1964,Johnson,3765268,0.284,3,0,0,Anocracy,2797522385.2639422,3011654.03774977,10630.3378210416,NA
Rwanda,1965,Johnson,2961067,0.284,4,0,0,Anocracy,2854036086.201119,3094076.3914467758,10630.3378210416,-0.065
